cluster,seq_num,fm_num,gn_num,fm_rate,gn_rate,major_family,major_genus,cutoff,positive,negative,Segment
cluster1450,2,1,1,{'Hypoviridae': 1.0},{'Deltahypovirus': 1.0},Hypoviridae,Deltahypovirus,938.01,6816.9,284.8,complete
cluster1451,4,1,1,{'Tombusviridae': 1.0},{'Panicovirus': 1.0},Tombusviridae,Panicovirus,221.58,594.0,180.2,complete
cluster1452,4,1,1,{'Tombusviridae': 1.0},{'Panicovirus': 1.0},Tombusviridae,Panicovirus,778.86,1070.1,746.5,complete
cluster1453,4,1,1,{'Tombusviridae': 1.0},{'Panicovirus': 1.0},Tombusviridae,Panicovirus,89.06,375.8,57.2,complete
cluster1454,11,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,720.37,1344.7,651.0,complete
cluster1455,10,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,168.62,824.0,95.8,complete
cluster1456,9,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,139.41,350.1,116.0,complete
cluster1457,6,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,825.7,1028.2,803.2,complete
cluster1458,4,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,112.93,859.3,30.0,complete
cluster1459,2,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,21.46,214.6,0.0,complete
cluster1460,2,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,16.19,161.9,0.0,complete
cluster1461,2,1,1,{'Retroviridae': 1.0},{'Betaretrovirus': 1.0},Retroviridae,Betaretrovirus,17.08,170.8,0.0,complete
cluster1462,2,1,1,{'Rhabdoviridae': 1.0},{'Alphadrosrhavirus': 1.0},Rhabdoviridae,Alphadrosrhavirus,125.37,936.9,35.2,complete
cluster1463,2,1,1,{'Rhabdoviridae': 1.0},{'Alphadrosrhavirus': 1.0},Rhabdoviridae,Alphadrosrhavirus,55.26,552.6,0.0,complete
cluster1464,2,1,1,{'Rhabdoviridae': 1.0},{'Alphadrosrhavirus': 1.0},Rhabdoviridae,Alphadrosrhavirus,172.32,1278.6,49.4,complete
cluster1465,2,1,1,{'Rhabdoviridae': 1.0},{'Alphadrosrhavirus': 1.0},Rhabdoviridae,Alphadrosrhavirus,1538.2,4669.3,1190.3,complete
cluster1466,3,1,1,{'Caliciviridae': 1.0},{'Nebovirus': 1.0},Caliciviridae,Nebovirus,1286.05,4063.9,977.4,complete
cluster1467,3,1,1,{'Caliciviridae': 1.0},{'Nebovirus': 1.0},Caliciviridae,Nebovirus,51.5,309.8,22.8,complete
cluster1468,2,1,1,{'Tombusviridae': 1.0},{'Tralespevirus': 1.0},Tombusviridae,Tralespevirus,687.76,1007.8,652.2,complete
cluster1469,2,1,1,{'Tombusviridae': 1.0},{'Tralespevirus': 1.0},Tombusviridae,Tralespevirus,336.4,673.9,298.9,complete
cluster1470,11,1,1,{'Tombusviridae': 1.0},{'Tombusvirus': 1.0},Tombusviridae,Tombusvirus,381.32,534.5,364.3,complete
cluster1471,11,1,1,{'Tombusviridae': 1.0},{'Tombusvirus': 1.0},Tombusviridae,Tombusvirus,1078.93,1177.3,1068.0,complete
cluster1472,11,1,1,{'Tombusviridae': 1.0},{'Tombusvirus': 1.0},Tombusviridae,Tombusvirus,477.08,503.0,474.2,complete
cluster1473,11,1,1,{'Tombusviridae': 1.0},{'Tombusvirus': 1.0},Tombusviridae,Tombusvirus,341.57,394.4,335.7,complete
cluster1474,3,1,1,{'Tombusviridae': 1.0},{'Tombusvirus': 1.0},Tombusviridae,Tombusvirus,15.71,157.1,0.0,complete
cluster1475,2,1,1,{'Tombusviridae': 1.0},{'Tombusvirus': 1.0},Tombusviridae,Tombusvirus,8.07,80.7,0.0,complete
cluster1476,4,1,1,{'Birnaviridae': 1.0},{'Aquabirnavirus': 1.0},Birnaviridae,Aquabirnavirus,713.43,2208.6,547.3,A
cluster1477,4,1,1,{'Birnaviridae': 1.0},{'Aquabirnavirus': 1.0},Birnaviridae,Aquabirnavirus,977.51,1992.8,864.7,B
cluster1478,3,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,887.54,2545.7,703.3,1
cluster1479,3,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,153.52,1000.6,59.4,6
cluster1480,3,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,564.55,2167.9,386.4,2
cluster1481,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,106.04,1060.4,0.0,7
cluster1482,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,74.54,745.4,0.0,8
cluster1483,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,83.64,836.4,0.0,9
cluster1484,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,47.96,479.6,0.0,"{'12', '11'}"
cluster1485,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,61.65,616.5,0.0,"{'12', '11'}"
cluster1486,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,184.91,1641.2,23.1,4
cluster1487,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,270.02,2533.7,18.5,3
cluster1488,2,1,1,{'Spinareoviridae': 1.0},{'Mycoreovirus': 1.0},Spinareoviridae,Mycoreovirus,171.47,1560.8,17.1,5
cluster1489,4,1,1,{'Tombusviridae': 1.0},{'Alphanecrovirus': 1.0},Tombusviridae,Alphanecrovirus,211.14,445.5,185.1,complete
cluster1490,4,1,1,{'Tombusviridae': 1.0},{'Alphanecrovirus': 1.0},Tombusviridae,Alphanecrovirus,710.9,1073.6,670.6,complete
cluster1491,4,1,1,{'Tombusviridae': 1.0},{'Alphanecrovirus': 1.0},Tombusviridae,Alphanecrovirus,84.43,153.1,76.8,complete
cluster1492,4,1,1,{'Tombusviridae': 1.0},{'Alphanecrovirus': 1.0},Tombusviridae,Alphanecrovirus,469.65,463.8,470.3,complete
cluster1493,2,1,1,{'Tombusviridae': 1.0},{'Alphanecrovirus': 1.0},Tombusviridae,Alphanecrovirus,15.11,151.1,0.0,complete
cluster1494,2,1,1,{'Arteriviridae': 1.0},{'Thetaarterivirus': 1.0},Arteriviridae,Thetaarterivirus,2338.55,4356.8,2114.3,complete
cluster1495,2,1,1,{'Arteriviridae': 1.0},{'Thetaarterivirus': 1.0},Arteriviridae,Thetaarterivirus,2437.54,3356.8,2335.4,complete
cluster1496,2,1,1,{'Arteriviridae': 1.0},{'Thetaarterivirus': 1.0},Arteriviridae,Thetaarterivirus,146.3,491.9,107.9,complete
cluster1497,2,1,1,{'Arteriviridae': 1.0},{'Thetaarterivirus': 1.0},Arteriviridae,Thetaarterivirus,109.13,293.0,88.7,complete
cluster1498,2,1,1,{'Arteriviridae': 1.0},{'Thetaarterivirus': 1.0},Arteriviridae,Thetaarterivirus,76.15,157.6,67.1,complete
cluster1499,2,1,1,{'Arteriviridae': 1.0},{'Thetaarterivirus': 1.0},Arteriviridae,Thetaarterivirus,349.77,511.5,331.8,complete
cluster1500,2,1,1,{'Arteriviridae': 1.0},{'Thetaarterivirus': 1.0},Arteriviridae,Thetaarterivirus,259.93,347.5,250.2,complete
cluster1501,3,1,1,{'Fiersviridae': 1.0},{'Qubevirus': 1.0},Fiersviridae,Qubevirus,121.69,746.2,52.3,complete
cluster1502,3,1,1,{'Fiersviridae': 1.0},{'Qubevirus': 1.0},Fiersviridae,Qubevirus,73.46,277.4,50.8,complete
cluster1503,3,1,1,{'Fiersviridae': 1.0},{'Qubevirus': 1.0},Fiersviridae,Qubevirus,44.29,442.9,0.0,complete
cluster1504,3,1,1,{'Fiersviridae': 1.0},{'Qubevirus': 1.0},Fiersviridae,Qubevirus,414.29,1130.6,334.7,complete
cluster1505,3,1,1,{'Picornaviridae': 1.0},{'Gallivirus': 1.0},Picornaviridae,Gallivirus,1977.33,5136.6,1626.3,complete
cluster1506,6,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,161.48,834.5,86.7,2
cluster1507,5,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,1610.62,2156.2,1550.0,1
cluster1508,5,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,907.29,997.2,897.3,1
cluster1509,5,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,406.26,661.5,377.9,3
cluster1510,4,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,150.91,346.3,129.2,2
cluster1511,3,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,91.36,379.0,59.4,3
cluster1512,3,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,96.25,229.9,81.4,3
cluster1513,3,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,23.35,115.6,13.1,1
cluster1514,2,1,1,{'Virgaviridae': 1.0},{'Pomovirus': 1.0},Virgaviridae,Pomovirus,20.7,207.0,0.0,"{'2', '1'}"
cluster1515,2,1,1,{'Picornaviridae': 1.0},{'Sicinivirus': 1.0},Picornaviridae,Sicinivirus,12.74,127.4,0.0,complete
cluster1516,2,1,1,{'Picornaviridae': 1.0},{'Sicinivirus': 1.0},Picornaviridae,Sicinivirus,33.4,204.4,14.4,complete
cluster1517,2,1,1,{'Picornaviridae': 1.0},{'Sicinivirus': 1.0},Picornaviridae,Sicinivirus,2357.64,6600.6,1886.2,complete
cluster1518,2,1,1,{'Pospiviroidae': 1.0},{'Pospiviroid': 1.0},Pospiviroidae,Pospiviroid,21.85,139.3,8.8,complete
cluster1519,2,1,1,{'Arteriviridae': 1.0},{'Iotaarterivirus': 1.0},Arteriviridae,Iotaarterivirus,2638.5,4191.9,2465.9,complete
cluster1520,2,1,1,{'Arteriviridae': 1.0},{'Iotaarterivirus': 1.0},Arteriviridae,Iotaarterivirus,2535.42,3259.2,2455.0,complete
cluster1521,2,1,1,{'Arteriviridae': 1.0},{'Iotaarterivirus': 1.0},Arteriviridae,Iotaarterivirus,168.5,299.9,153.9,complete
cluster1522,2,1,1,{'Arteriviridae': 1.0},{'Iotaarterivirus': 1.0},Arteriviridae,Iotaarterivirus,365.15,518.6,348.1,complete
cluster1523,2,1,1,{'Arteriviridae': 1.0},{'Iotaarterivirus': 1.0},Arteriviridae,Iotaarterivirus,286.46,340.1,280.5,complete
cluster1524,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,166.97,578.9,121.2,7
cluster1525,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,45.84,458.4,0.0,8
cluster1526,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,364.05,903.6,304.1,4
cluster1527,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,309.6,786.6,256.6,6
cluster1528,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,1175.2,1818.7,1103.7,2
cluster1529,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,439.66,1163.8,359.2,5
cluster1530,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,632.56,1697.8,514.2,3
cluster1531,7,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,691.71,1798.8,568.7,1
cluster1532,2,1,1,{'Orthomyxoviridae': 1.0},{'Alphainfluenzavirus': 1.0},Orthomyxoviridae,Alphainfluenzavirus,16.99,169.9,0.0,8
cluster1533,2,1,1,{'Picornaviridae': 1.0},{'Malagasivirus': 1.0},Picornaviridae,Malagasivirus,2330.05,4859.5,2049.0,complete
cluster1534,2,1,1,{'Picornaviridae': 1.0},{'Hunnivirus': 1.0},Picornaviridae,Hunnivirus,2328.85,5092.3,2021.8,complete
cluster1535,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,385.38,2496.6,150.8,5
cluster1536,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,660.36,2897.4,411.8,2
cluster1537,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,316.02,2703.9,50.7,1
cluster1538,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,236.16,2250.9,12.3,4
cluster1539,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,75.08,750.8,0.0,8
cluster1540,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,64.29,642.9,0.0,9
cluster1541,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,83.87,838.7,0.0,7
cluster1542,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,167.75,1259.0,46.5,6
cluster1543,2,1,1,{'Spinareoviridae': 1.0},{'Dinovernavirus': 1.0},Spinareoviridae,Dinovernavirus,391.6,2860.3,117.3,3
cluster1544,5,1,1,{'Paramyxoviridae': 1.0},{'Henipavirus': 1.0},Paramyxoviridae,Henipavirus,538.77,942.6,493.9,complete
cluster1545,5,1,1,{'Paramyxoviridae': 1.0},{'Henipavirus': 1.0},Paramyxoviridae,Henipavirus,254.48,929.3,179.5,complete
cluster1546,5,1,1,{'Paramyxoviridae': 1.0},{'Henipavirus': 1.0},Paramyxoviridae,Henipavirus,529.2,654.3,515.3,complete
cluster1547,5,1,1,{'Paramyxoviridae': 1.0},{'Henipavirus': 1.0},Paramyxoviridae,Henipavirus,584.04,861.6,553.2,complete
cluster1548,5,1,1,{'Paramyxoviridae': 1.0},{'Henipavirus': 1.0},Paramyxoviridae,Henipavirus,321.94,856.9,262.5,complete
cluster1549,5,1,1,{'Paramyxoviridae': 1.0},{'Henipavirus': 1.0},Paramyxoviridae,Henipavirus,3071.51,4081.4,2959.3,complete
cluster1550,4,1,1,{'Rhabdoviridae': 1.0},{'Sprivivirus': 1.0},Rhabdoviridae,Sprivivirus,571.98,994.8,525.0,complete
cluster1551,4,1,1,{'Rhabdoviridae': 1.0},{'Sprivivirus': 1.0},Rhabdoviridae,Sprivivirus,90.0,567.9,36.9,complete
cluster1552,4,1,1,{'Rhabdoviridae': 1.0},{'Sprivivirus': 1.0},Rhabdoviridae,Sprivivirus,122.43,488.1,81.8,complete
cluster1553,4,1,1,{'Rhabdoviridae': 1.0},{'Sprivivirus': 1.0},Rhabdoviridae,Sprivivirus,445.48,1097.8,373.0,complete
cluster1554,4,1,1,{'Rhabdoviridae': 1.0},{'Sprivivirus': 1.0},Rhabdoviridae,Sprivivirus,2910.88,4933.0,2686.2,complete
cluster1555,3,1,1,{'Picornaviridae': 1.0},{'Salivirus': 1.0},Picornaviridae,Salivirus,5.83,58.3,0.0,complete
cluster1556,3,1,1,{'Picornaviridae': 1.0},{'Salivirus': 1.0},Picornaviridae,Salivirus,2196.25,5512.3,1827.8,complete
cluster1557,2,1,1,{'Filoviridae': 1.0},{'Orthomarburgvirus': 1.0},Filoviridae,Orthomarburgvirus,952.35,1646.7,875.2,complete
cluster1558,2,1,1,{'Filoviridae': 1.0},{'Orthomarburgvirus': 1.0},Filoviridae,Orthomarburgvirus,451.4,776.3,415.3,complete
cluster1559,2,1,1,{'Filoviridae': 1.0},{'Orthomarburgvirus': 1.0},Filoviridae,Orthomarburgvirus,438.01,710.8,407.7,complete
cluster1560,2,1,1,{'Filoviridae': 1.0},{'Orthomarburgvirus': 1.0},Filoviridae,Orthomarburgvirus,654.57,1548.0,555.3,complete
cluster1561,2,1,1,{'Filoviridae': 1.0},{'Orthomarburgvirus': 1.0},Filoviridae,Orthomarburgvirus,351.95,662.9,317.4,complete
cluster1562,2,1,1,{'Filoviridae': 1.0},{'Orthomarburgvirus': 1.0},Filoviridae,Orthomarburgvirus,357.19,593.8,330.9,complete
cluster1563,2,1,1,{'Filoviridae': 1.0},{'Orthomarburgvirus': 1.0},Filoviridae,Orthomarburgvirus,3334.84,5550.1,3088.7,complete
cluster1564,6,1,1,{'Potyviridae': 1.0},{'Tritimovirus': 1.0},Potyviridae,Tritimovirus,1900.0,5169.7,1536.7,complete
cluster1565,5,1,1,{'Betaflexiviridae': 1.0},{'Robigovirus': 1.0},Betaflexiviridae,Robigovirus,1940.63,3993.8,1712.5,complete
cluster1566,5,1,1,{'Betaflexiviridae': 1.0},{'Robigovirus': 1.0},Betaflexiviridae,Robigovirus,226.87,388.6,208.9,complete
cluster1567,5,1,1,{'Betaflexiviridae': 1.0},{'Robigovirus': 1.0},Betaflexiviridae,Robigovirus,222.38,425.6,199.8,complete
cluster1568,4,1,1,{'Betaflexiviridae': 1.0},{'Robigovirus': 1.0},Betaflexiviridae,Robigovirus,54.67,106.6,48.9,complete
cluster1569,4,1,1,{'Totiviridae': 1.0},{'Leishmaniavirus': 1.0},Totiviridae,Leishmaniavirus,259.48,1388.8,134.0,complete
cluster1570,4,1,1,{'Totiviridae': 1.0},{'Leishmaniavirus': 1.0},Totiviridae,Leishmaniavirus,566.07,1589.1,452.4,complete
cluster1571,3,1,1,{'Totiviridae': 1.0},{'Leishmaniavirus': 1.0},Totiviridae,Leishmaniavirus,12.73,127.3,0.0,complete
cluster1572,3,1,1,{'Potyviridae': 1.0},{'Poacevirus': 1.0},Potyviridae,Poacevirus,1971.96,5668.8,1561.2,complete
cluster1573,6,1,1,{'Dicistroviridae': 1.0},{'Aparavirus': 1.0},Dicistroviridae,Aparavirus,953.51,2601.5,770.4,complete
cluster1574,4,1,1,{'Dicistroviridae': 1.0},{'Aparavirus': 1.0},Dicistroviridae,Aparavirus,317.06,1475.0,188.4,complete
cluster1575,2,1,1,{'Dicistroviridae': 1.0},{'Aparavirus': 1.0},Dicistroviridae,Aparavirus,308.05,2196.7,98.2,complete
cluster1576,2,1,1,{'Picornaviridae': 1.0},{'Oscivirus': 1.0},Picornaviridae,Oscivirus,1815.69,5125.8,1447.9,complete
cluster1577,4,1,1,{'Nodaviridae': 1.0},{'Betanodavirus': 1.0},Nodaviridae,Betanodavirus,479.7,2287.8,278.8,1
cluster1578,4,1,1,{'Nodaviridae': 1.0},{'Betanodavirus': 1.0},Nodaviridae,Betanodavirus,102.1,746.5,30.5,2
cluster1579,4,1,1,{'Nodaviridae': 1.0},{'Betanodavirus': 1.0},Nodaviridae,Betanodavirus,19.7,136.7,6.7,2
cluster1580,2,1,1,{'Pospiviroidae': 1.0},{'Coleviroid': 1.0},Pospiviroidae,Coleviroid,17.18,171.8,0.0,complete
cluster1581,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,304.9,2840.2,23.2,1
cluster1582,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,199.39,1993.9,0.0,2
cluster1583,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,190.64,1906.4,0.0,3
cluster1584,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,120.43,1204.3,0.0,4
cluster1585,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,155.28,1552.8,0.0,5
cluster1586,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,92.88,828.0,11.2,7
cluster1587,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,92.43,817.2,11.9,8
cluster1588,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,58.01,464.9,12.8,9
cluster1589,3,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,63.27,632.7,0.0,10
cluster1590,2,1,1,{'Sedoreoviridae': 1.0},{'Phytoreovirus': 1.0},Sedoreoviridae,Phytoreovirus,97.9,979.0,0.0,6
cluster1591,4,1,1,{'Bromoviridae': 1.0},{'Cucumovirus': 1.0},Bromoviridae,Cucumovirus,1063.4,2090.3,949.3,1
cluster1592,4,1,1,{'Bromoviridae': 1.0},{'Cucumovirus': 1.0},Bromoviridae,Cucumovirus,725.64,1611.6,627.2,2
cluster1593,4,1,1,{'Bromoviridae': 1.0},{'Cucumovirus': 1.0},Bromoviridae,Cucumovirus,207.86,565.7,168.1,3
cluster1594,4,1,1,{'Bromoviridae': 1.0},{'Cucumovirus': 1.0},Bromoviridae,Cucumovirus,52.29,392.4,14.5,3
cluster1595,2,1,1,{'Bromoviridae': 1.0},{'Cucumovirus': 1.0},Bromoviridae,Cucumovirus,27.08,270.8,0.0,2
cluster1596,14,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,523.39,1308.1,436.2,complete
cluster1597,8,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,133.64,605.6,81.2,complete
cluster1598,7,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,69.2,692.0,0.0,complete
cluster1599,5,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,40.8,315.3,10.3,complete
cluster1600,3,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,47.89,255.7,24.8,complete
cluster1601,2,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,25.7,257.0,0.0,complete
cluster1602,2,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,9.95,99.5,0.0,complete
cluster1603,2,1,1,{'Retroviridae': 1.0},{'Deltaretrovirus': 1.0},Retroviridae,Deltaretrovirus,55.05,429.0,13.5,complete
cluster1604,3,1,1,{'Caliciviridae': 1.0},{'Lagovirus': 1.0},Caliciviridae,Lagovirus,1251.98,5301.8,802.0,complete
cluster1605,3,1,1,{'Caliciviridae': 1.0},{'Lagovirus': 1.0},Caliciviridae,Lagovirus,42.25,219.1,22.6,complete
cluster1606,3,1,1,{'Tombusviridae': 1.0},{'Gammacarmovirus': 1.0},Tombusviridae,Gammacarmovirus,733.5,979.2,706.2,complete
cluster1607,2,1,1,{'Tombusviridae': 1.0},{'Gammacarmovirus': 1.0},Tombusviridae,Gammacarmovirus,127.8,445.5,92.5,complete
cluster1608,2,1,1,{'Tombusviridae': 1.0},{'Gammacarmovirus': 1.0},Tombusviridae,Gammacarmovirus,212.48,758.6,151.8,complete
cluster1609,5,1,1,{'Dicistroviridae': 1.0},{'Triatovirus': 1.0},Dicistroviridae,Triatovirus,1459.47,2340.3,1361.6,complete
cluster1610,5,1,1,{'Dicistroviridae': 1.0},{'Triatovirus': 1.0},Dicistroviridae,Triatovirus,822.64,1101.1,791.7,complete
cluster1611,3,1,1,{'Sedoreoviridae': 1.0},{'Seadornavirus': 1.0},Sedoreoviridae,Seadornavirus,272.68,2200.3,58.5,1
cluster1612,3,1,1,{'Sedoreoviridae': 1.0},{'Seadornavirus': 1.0},Sedoreoviridae,Seadornavirus,161.46,1614.6,0.0,2
cluster1613,3,1,1,{'Sedoreoviridae': 1.0},{'Seadornavirus': 1.0},Sedoreoviridae,Seadornavirus,195.7,1260.4,77.4,3
cluster1614,3,1,1,{'Sedoreoviridae': 1.0},{'Seadornavirus': 1.0},Sedoreoviridae,Seadornavirus,110.67,991.5,12.8,4
cluster1615,2,1,1,{'Sedoreoviridae': 1.0},{'Seadornavirus': 1.0},Sedoreoviridae,Seadornavirus,93.58,935.8,0.0,6
cluster1616,2,1,1,{'Sedoreoviridae': 1.0},{'Seadornavirus': 1.0},Sedoreoviridae,Seadornavirus,63.59,635.9,0.0,7
cluster1617,2,1,1,{'Sedoreoviridae': 1.0},{'Seadornavirus': 1.0},Sedoreoviridae,Seadornavirus,35.6,356.0,0.0,12
cluster1618,3,1,1,{'Potyviridae': 1.0},{'Rymovirus': 1.0},Potyviridae,Rymovirus,3274.99,5929.0,2980.1,complete
cluster1619,2,1,1,{'Alphatetraviridae': 1.0},{'Omegatetravirus': 1.0},Alphatetraviridae,Omegatetravirus,944.17,3563.8,653.1,1
cluster1620,2,1,1,{'Alphatetraviridae': 1.0},{'Omegatetravirus': 1.0},Alphatetraviridae,Omegatetravirus,500.06,1297.1,411.5,2
cluster1621,4,1,1,{'Rhabdoviridae': 1.0},{'Novirhabdovirus': 1.0},Rhabdoviridae,Novirhabdovirus,83.75,671.0,18.5,complete
cluster1622,4,1,1,{'Rhabdoviridae': 1.0},{'Novirhabdovirus': 1.0},Rhabdoviridae,Novirhabdovirus,45.7,348.1,12.1,complete
cluster1623,4,1,1,{'Rhabdoviridae': 1.0},{'Novirhabdovirus': 1.0},Rhabdoviridae,Novirhabdovirus,220.93,923.2,142.9,complete
cluster1624,4,1,1,{'Rhabdoviridae': 1.0},{'Novirhabdovirus': 1.0},Rhabdoviridae,Novirhabdovirus,603.12,3975.6,228.4,complete
cluster1625,2,1,1,{'Rhabdoviridae': 1.0},{'Novirhabdovirus': 1.0},Rhabdoviridae,Novirhabdovirus,48.23,482.3,0.0,complete
cluster1626,2,1,1,{'Rhabdoviridae': 1.0},{'Novirhabdovirus': 1.0},Rhabdoviridae,Novirhabdovirus,22.86,228.6,0.0,complete
cluster1627,2,1,1,{'Rhabdoviridae': 1.0},{'Novirhabdovirus': 1.0},Rhabdoviridae,Novirhabdovirus,42.39,423.9,0.0,complete
cluster1628,2,1,1,{'Virgaviridae': 1.0},{'Pecluvirus': 1.0},Virgaviridae,Pecluvirus,1005.88,2721.1,815.3,1
cluster1629,2,1,1,{'Virgaviridae': 1.0},{'Pecluvirus': 1.0},Virgaviridae,Pecluvirus,738.25,1230.1,683.6,1
cluster1630,2,1,1,{'Virgaviridae': 1.0},{'Pecluvirus': 1.0},Virgaviridae,Pecluvirus,60.29,271.7,36.8,1
cluster1631,2,1,1,{'Virgaviridae': 1.0},{'Pecluvirus': 1.0},Virgaviridae,Pecluvirus,197.49,436.8,170.9,2
